year,STATE,STATE_POS,status,TOTAL VOTES,BLUE_VOTES,BLUE_PERCENT,BLUE_EV,RED_VOTES,RED_PERCENT,RED_EV,YELLOW_VOTES,YELLOW_PERCENT,YELLOW_EV
2024,Nebraska,NE,red,947159,369995,39.06,0.0,564816,59.63,2.0,12348,1.30,0.0
2024,Nevada,NV,red,1484840,705197,47.49,0.0,751205,50.59,6.0,28438,1.92,0.0
2024,North Carolina,NC,red,5699141,2715375,47.65,0.0,2898423,50.86,16.0,85343,1.50,0.0
2024,North Dakota,ND,red,368155,112327,30.51,0.0,246505,66.96,3.0,9323,2.53,0.0
2024,Ohio,OH,red,5767788,2533699,43.93,0.0,3180116,55.14,17.0,53973,0.94,0.0
2024,Oklahoma,OK,red,1566173,499599,31.90,0.0,1036213,66.16,7.0,30361,1.94,0.0
2024,Pennsylvania,PA,red,7034206,3423042,48.66,0.0,3543308,50.37,19.0,67856,0.96,0.0
2024,South Carolina,SC,red,2548140,1028452,40.36,0.0,1483747,58.23,9.0,35941,1.41,0.0
2024,South Dakota,SD,red,428922,146859,34.24,0.0,272081,63.43,3.0,9982,2.33,0.0
2024,Tennessee,TN,red,3063942,1056265,34.47,0.0,1966865,64.19,11.0,40812,1.33,0.0
2024,Texas,TX,red,11388674,4835250,42.46,0.0,6393597,56.14,40.0,159827,1.40,0.0
2024,Utah,UT,red,1488494,562566,37.79,0.0,883818,59.38,6.0,42110,2.83,0.0
2024,West Virginia,WV,red,762390,214309,28.11,0.0,533556,69.98,4.0,14525,1.91,0.0
2024,Wisconsin,WI,red,3415787,1668229,48.84,0.0,1697626,49.70,10.0,49932,1.46,0.0
2024,Wyoming,WY,red,269048,69527,25.84,0.0,192633,71.60,3.0,6888,2.56,0.0
2024,California,CA,blue,15865475,9276179,58.47,54.0,6081697,38.33,0.0,507599,3.20,0.0
2024,Colorado,CO,blue,3192745,1728159,54.13,10.0,1377441,43.14,0.0,87145,2.73,0.0
2024,Connecticut,CT,blue,1759010,992053,56.40,7.0,736918,41.89,0.0,30039,1.71,0.0
2024,Delaware,DE,blue,511697,289758,56.63,3.0,214351,41.89,0.0,7588,1.48,0.0
2024,Hawaii,HI,blue,516701,313044,60.59,4.0,193661,37.48,0.0,9996,1.93,0.0
2024,Illinois,IL,blue,5633310,3062863,54.37,19.0,2449079,43.47,0.0,121368,2.15,0.0
2024,Maine,ME,blue,830794,435652,52.44,2.0,377977,45.50,0.0,17165,2.07,0.0
2024,Maryland,MD,blue,3038334,1902577,62.62,10.0,1035550,34.08,0.0,100207,3.30,0.0
2024,Massachusetts,MA,blue,3473668,2126518,61.22,11.0,1251303,36.02,0.0,95847,2.76,0.0
2024,Minnesota,MN,blue,3253920,1656979,50.92,10.0,1519032,46.68,0.0,77909,2.39,0.0
2024,New Hampshire,NH,blue,826189,418488,50.65,4.0,395523,47.87,0.0,12178,1.47,0.0
2024,New Jersey,NJ,blue,4272725,2220713,51.97,14.0,1968215,46.06,0.0,83797,1.96,0.0
2024,New Mexico,NM,blue,923403,478802,51.85,5.0,423391,45.85,0.0,21210,2.30,0.0
2024,New York,NY,blue,8262495,4619195,55.91,28.0,3578899,43.31,0.0,64401,0.78,0.0
2024,Oregon,OR,blue,2244493,1240600,55.27,8.0,919480,40.97,0.0,84413,3.76,0.0
2024,Rhode Island,RI,blue,513386,285156,55.54,4.0,214406,41.76,0.0,13824,2.69,0.0
2024,Vermont,VT,blue,369422,235791,63.83,3.0,119395,32.32,0.0,14236,3.85,0.0
2024,Virginia,VA,blue,4505941,2335395,51.83,13.0,2075085,46.05,0.0,95461,2.12,0.0
2024,Washington,WA,blue,3924243,2245849,57.23,12.0,1530923,39.01,0.0,147471,3.76,0.0
