year,STATE,STATE_POS,status,TOTAL VOTES,BLUE_VOTES,BLUE_PERCENT,BLUE_EV,RED_VOTES,RED_PERCENT,RED_EV,YELLOW_VOTES,YELLOW_PERCENT,YELLOW_EV
2000,Massachusetts,MA,blue,2702984,1616487,59.8,12.0,878502,32.5,0.0,173564,6.4,0.0
2000,Michigan,MI,blue,4232711,2170418,51.3,18.0,1953139,46.1,0.0,84165,2.0,0.0
2000,Minnesota,MN,blue,2438685,1168266,47.9,10.0,1109659,45.5,0.0,126696,5.2,0.0
2000,New Jersey,NJ,blue,3187226,1788850,56.1,15.0,1284173,40.3,0.0,94554,3.0,0.0
2000,New Mexico,NM,blue,598605,286783,47.9,5.0,286417,47.8,0.0,21251,3.6,0.0
2000,New York,NY,blue,6821999,4107697,60.2,33.0,2403374,35.2,0.0,244030,3.6,0.0
2000,Oregon,OR,blue,1533968,720342,47.0,7.0,713577,46.5,0.0,77357,5.0,0.0
2000,Pennsylvania,PA,blue,4913119,2485967,50.6,23.0,2281127,46.4,0.0,103392,2.1,0.0
2000,Rhode Island,RI,blue,409047,249508,61.0,4.0,130555,31.9,0.0,25052,6.1,0.0
2000,Vermont,VT,blue,294308,149022,50.6,3.0,119775,40.7,0.0,20374,6.9,0.0
2000,Washington,WA,blue,2487433,1247652,50.2,11.0,1108864,44.6,0.0,103002,4.1,0.0
2000,Wisconsin,WI,blue,2598607,1242987,47.8,11.0,1237279,47.6,0.0,94070,3.6,0.0
2004,Alabama,AL,red,1883449,693933,36.8,0.0,1176394,62.5,9.0,0,0,0.0
2004,Alaska,AK,red,312598,111025,35.5,0.0,190889,61.1,3.0,0,0,0.0
2004,Arizona,AZ,red,2012585,893524,44.4,0.0,1104294,54.9,10.0,0,0,0.0
2004,Arkansas,AR,red,1054945,469953,44.5,0.0,572898,54.3,6.0,0,0,0.0
2004,Colorado,CO,red,2130330,1001732,47.0,0.0,1101255,51.7,9.0,0,0,0.0
2004,Florida,FL,red,7609810,3583544,47.1,0.0,3964522,52.1,27.0,0,0,0.0
2004,Georgia,GA,red,3301875,1366149,41.4,0.0,1914254,58.0,15.0,0,0,0.0
2004,Idaho,ID,red,598447,181098,30.3,0.0,409235,68.4,4.0,0,0,0.0
2004,Indiana,IN,red,2468002,969011,39.3,0.0,1479438,59.9,11.0,0,0,0.0
2004,Iowa,IA,red,1506908,741898,49.2,0.0,751957,49.9,7.0,0,0,0.0
2004,Kansas,KS,red,1187756,434993,36.6,0.0,736456,62.0,6.0,0,0,0.0
2004,Kentucky,KY,red,1795882,712733,39.7,0.0,1069439,59.5,8.0,0,0,0.0
2004,Louisiana,LA,red,1943106,820299,42.2,0.0,1102169,56.7,9.0,0,0,0.0
2004,Mississippi,MS,red,1152145,458094,39.8,0.0,684981,59.5,6.0,0,0,0.0
2004,Missouri,MO,red,2731364,1259171,46.1,0.0,1455713,53.3,11.0,0,0,0.0
2004,Montana,MT,red,450445,173710,38.6,0.0,266063,59.1,3.0,0,0,0.0
2004,Nebraska,NE,red,778186,254328,32.7,0.0,512814,65.9,5.0,0,0,0.0
2004,Nevada,NV,red,829587,397190,47.9,0.0,418690,50.5,5.0,0,0,0.0
2004,New Mexico,NM,red,756304,370942,49.0,0.0,376930,49.8,5.0,0,0,0.0
2004,North Carolina,NC,red,3501007,1525849,43.6,0.0,1961166,56.0,15.0,0,0,0.0
2004,North Dakota,ND,red,312833,111052,35.5,0.0,196651,62.9,3.0,0,0,0.0
2004,Ohio,OH,red,5627908,2741167,48.7,0.0,2859768,50.8,20.0,0,0,0.0
2004,Oklahoma,OK,red,1463758,503966,34.4,0.0,959792,65.6,7.0,0,0,0.0
2004,South Carolina,SC,red,1617730,661699,40.9,0.0,937974,58.0,8.0,0,0,0.0
2004,South Dakota,SD,red,388215,149244,38.4,0.0,232584,59.9,3.0,0,0,0.0
2004,Tennessee,TN,red,2437319,1036477,42.5,0.0,1384375,56.8,11.0,0,0,0.0
2004,Texas,TX,red,7410765,2832704,38.2,0.0,4526917,61.1,34.0,0,0,0.0
2004,Utah,UT,red,927844,241199,26.0,0.0,663742,71.5,5.0,0,0,0.0
2004,Virginia,VA,red,3198367,1454742,45.5,0.0,1716959,53.7,13.0,0,0,0.0
2004,West Virginia,WV,red,755887,326541,43.2,0.0,423778,56.1,5.0,0,0,0.0
2004,Wyoming,WY,red,243428,70776,29.1,0.0,167629,68.9,3.0,0,0,0.0
2004,California,CA,blue,12421852,6745485,54.3,55.0,5509826,44.4,0.0,0,0,0.0
2004,Connecticut,CT,blue,1578769,857488,54.3,7.0,693826,43.9,0.0,0,0,0.0
2004,Delaware,DE,blue,375190,200152,53.3,3.0,171660,45.8,0.0,0,0,0.0
2004,Hawaii,HI,blue,429013,231708,54.0,4.0,194191,45.3,0.0,0,0,0.0
2004,Illinois,IL,blue,5274322,2891550,54.8,21.0,2345946,44.5,0.0,0,0,0.0
2004,Maine,ME,blue,740752,396842,53.6,4.0,330201,44.6,0.0,0,0,0.0
2004,Maryland,MD,blue,2386678,1334493,55.9,10.0,1024703,42.9,0.0,0,0,0.0
2004,Massachusetts,MA,blue,2912388,1803800,61.9,12.0,1071109,36.8,0.0,0,0,0.0
2004,Michigan,MI,blue,4839252,2479183,51.2,17.0,2313746,47.8,0.0,0,0,0.0
2004,Minnesota,MN,blue,2828387,1445014,51.1,9.0,1346695,47.6,0.0,0,0,0.0
2004,New Hampshire,NH,blue,677738,340511,50.2,4.0,331237,48.9,0.0,0,0,0.0
2004,New Jersey,NJ,blue,3611691,1911430,52.9,15.0,1670003,46.2,0.0,0,0,0.0
2004,New York,NY,blue,7391036,4314280,58.4,31.0,2962567,40.1,0.0,0,0,0.0
2004,Oregon,OR,blue,1836782,943163,51.3,7.0,866831,47.2,0.0,0,0,0.0
2004,Pennsylvania,PA,blue,5769590,2938095,50.9,21.0,2793847,48.4,0.0,0,0,0.0
2004,Rhode Island,RI,blue,437134,259765,59.4,4.0,169046,38.7,0.0,0,0,0.0
2004,Vermont,VT,blue,312309,184067,58.9,3.0,121180,38.8,0.0,0,0,0.0
2004,Washington,WA,blue,2859084,1510201,52.8,11.0,1304894,45.6,0.0,0,0,0.0
2004,Wisconsin,WI,blue,2997007,1489504,49.7,10.0,1478120,49.3,0.0,0,0,0.0
2008,Alabama,AL,red,2099819,813479,38.7,0.0,1266546,60.3,9.0,0,0,0.0
2008,Alaska,AK,red,326197,123594,37.9,0.0,193841,59.4,3.0,0,0,0.0
2008,Arizona,AZ,red,2293475,1034707,45.1,0.0,1230111,53.6,10.0,0,0,0.0
2008,Arkansas,AR,red,1086617,422310,38.9,0.0,638017,58.7,6.0,0,0,0.0
2008,Georgia,GA,red,3924440,1844137,47.0,0.0,2048744,52.2,15.0,0,0,0.0
2008,Idaho,ID,red,655032,236440,36.1,0.0,403012,61.5,4.0,0,0,0.0
2008,Kansas,KS,red,1235872,514765,41.7,0.0,699655,56.6,6.0,0,0,0.0
2008,Kentucky,KY,red,1826508,751985,41.2,0.0,1048462,57.4,8.0,0,0,0.0
2008,Louisiana,LA,red,1960761,782989,39.9,0.0,1148275,58.6,9.0,0,0,0.0
2008,Mississippi,MS,red,1289865,554662,43.0,0.0,724597,56.2,6.0,0,0,0.0
2008,Missouri,MO,red,2925205,1441911,49.3,0.0,1445814,49.4,11.0,0,0,0.0
2008,Montana,MT,red,490109,231667,47.3,0.0,242763,49.5,3.0,0,0,0.0
2008,Nebraska,NE,red,801281,333319,41.6,1.0,452979,56.5,4.0,0,0,0.0
2008,North Dakota,ND,red,316621,141278,44.6,0.0,168601,53.3,3.0,0,0,0.0
2008,Oklahoma,OK,red,1462661,502496,34.4,0.0,960165,65.6,7.0,0,0,0.0
2008,South Carolina,SC,red,1920969,862449,44.9,0.0,1034896,53.9,8.0,0,0,0.0
2008,South Dakota,SD,red,381975,170924,44.7,0.0,203054,53.2,3.0,0,0,0.0
2008,Tennessee,TN,red,2599749,1087437,41.8,0.0,1479178,56.9,11.0,0,0,0.0
2008,Texas,TX,red,8077795,3528633,43.7,0.0,4479328,55.5,34.0,0,0,0.0
2008,Utah,UT,red,952370,327670,34.4,0.0,596030,62.6,5.0,0,0,0.0
2008,West Virginia,WV,red,713362,303857,42.6,0.0,397466,55.7,5.0,0,0,0.0
2008,Wyoming,WY,red,256035,82868,32.4,0.0,164958,64.4,3.0,0,0,0.0
2008,California,CA,blue,13561900,8274473,61.0,55.0,5011781,37.0,0.0,0,0,0.0
2008,Colorado,CO,blue,2401361,1288576,53.7,9.0,1073589,44.7,0.0,0,0,0.0
2008,Connecticut,CT,blue,1646792,997772,60.6,7.0,629428,38.2,0.0,0,0,0.0
2008,Delaware,DE,blue,412412,255459,61.9,3.0,152374,36.9,0.0,0,0,0.0
2008,Florida,FL,blue,8390744,4282074,51.0,27.0,4045624,48.2,0.0,0,0,0.0
2008,Hawaii,HI,blue,453568,325871,71.8,4.0,120566,26.6,0.0,0,0,0.0
2008,Illinois,IL,blue,5523051,3419673,61.9,21.0,2031527,36.8,0.0,0,0,0.0
2008,Indiana,IN,blue,2751054,1374039,49.9,11.0,1345648,48.9,0.0,0,0,0.0
2008,Iowa,IA,blue,1543662,828940,53.7,7.0,682379,44.2,0.0,0,0,0.0
2008,Maine,ME,blue,731163,421923,57.7,4.0,295273,40.4,0.0,0,0,0.0
2008,Maryland,MD,blue,2631596,1629467,61.9,10.0,959862,36.5,0.0,0,0,0.0
2008,Massachusetts,MA,blue,3080985,1904097,61.8,12.0,1108854,36.0,0.0,0,0,0.0
2008,Michigan,MI,blue,5001766,2872579,57.4,17.0,2048639,41.0,0.0,0,0,0.0
2008,Minnesota,MN,blue,2910369,1573354,54.1,10.0,1275409,43.8,0.0,0,0,0.0
2008,Nevada,NV,blue,967848,533736,55.1,5.0,412827,42.7,0.0,0,0,0.0
2008,New Hampshire,NH,blue,707611,384826,54.4,4.0,316534,44.7,0.0,0,0,0.0
2008,New Jersey,NJ,blue,3868237,2215422,57.3,15.0,1613207,41.7,0.0,0,0,0.0
2008,New Mexico,NM,blue,830158,472422,56.9,5.0,346832,41.8,0.0,0,0,0.0
2008,New York,NY,blue,7591233,4769700,62.8,31.0,2742298,36.1,0.0,0,0,0.0
2008,North Carolina,NC,blue,4310789,2142651,49.7,15.0,2128474,49.4,0.0,0,0,0.0
2008,Ohio,OH,blue,5698260,2933388,51.5,20.0,2674491,46.9,0.0,0,0,0.0
2008,Oregon,OR,blue,1827864,1037291,56.7,7.0,738475,40.4,0.0,0,0,0.0
2008,Pennsylvania,PA,blue,6034745,3276363,54.3,21.0,2655885,44.0,0.0,0,0,0.0
2008,Rhode Island,RI,blue,469767,296571,63.1,4.0,165391,35.2,0.0,0,0,0.0
2008,Vermont,VT,blue,325046,219262,67.5,3.0,98974,30.4,0.0,0,0,0.0
2008,Virginia,VA,blue,3723260,1959532,52.6,13.0,1725005,46.3,0.0,0,0,0.0
2008,Washington,WA,blue,3036878,1750848,57.7,11.0,1229216,40.5,0.0,0,0,0.0
2008,Wisconsin,WI,blue,2983417,1677211,56.2,10.0,1262393,42.3,0.0,0,0,0.0
2012,Alabama,AL,red,2074338,795696,38.4,0.0,1255925,60.5,9.0,0,0,0.0
2012,Alaska,AK,red,300495,122640,40.8,0.0,164676,54.8,3.0,0,0,0.0
2012,Arizona,AZ,red,2299254,1025232,44.6,0.0,1233654,53.7,11.0,0,0,0.0
2012,Arkansas,AR,red,1069468,394409,36.9,0.0,647744,60.6,6.0,0,0,0.0
2012,Georgia,GA,red,3900050,1773827,45.5,0.0,2078688,53.3,16.0,0,0,0.0
2012,Idaho,ID,red,652274,212787,32.6,0.0,420911,64.5,4.0,0,0,0.0
2012,Indiana,IN,red,2624534,1152887,43.9,0.0,1420543,54.1,11.0,0,0,0.0
2012,Kansas,KS,red,1159971,440726,38.0,0.0,692634,59.7,6.0,0,0,0.0
2012,Kentucky,KY,red,1797212,679370,37.8,0.0,1087190,60.5,8.0,0,0,0.0
2012,Louisiana,LA,red,1994065,809141,40.6,0.0,1152262,57.8,8.0,0,0,0.0
2012,Mississippi,MS,red,1285584,562949,43.8,0.0,710746,55.3,6.0,0,0,0.0
2012,Missouri,MO,red,2757323,1223796,44.4,0.0,1482440,53.8,10.0,0,0,0.0
2012,Montana,MT,red,484048,201839,41.7,0.0,267928,55.4,3.0,0,0,0.0
2012,Nebraska,NE,red,794379,302081,38.0,0.0,475064,59.8,5.0,0,0,0.0
2012,North Carolina,NC,red,4505372,2178391,48.4,0.0,2270395,50.4,15.0,0,0,0.0
2012,North Dakota,ND,red,322932,124966,38.7,0.0,188320,58.3,3.0,0,0,0.0
2012,Oklahoma,OK,red,1334872,443547,33.2,0.0,891325,66.8,7.0,0,0,0.0
2012,South Carolina,SC,red,1964118,865941,44.1,0.0,1071645,54.6,9.0,0,0,0.0
2012,South Dakota,SD,red,363815,145039,39.9,0.0,210610,57.9,3.0,0,0,0.0
2012,Tennessee,TN,red,2458577,960709,39.1,0.0,1462330,59.5,11.0,0,0,0.0
2012,Texas,TX,red,7993851,3308124,41.4,0.0,4569843,57.2,38.0,0,0,0.0
2012,Utah,UT,red,1017440,251813,24.7,0.0,740600,72.8,6.0,0,0,0.0
2012,West Virginia,WV,red,670438,238269,35.5,0.0,417655,62.3,5.0,0,0,0.0
2012,Wyoming,WY,red,249061,69286,27.8,0.0,170962,68.6,3.0,0,0,0.0
2012,California,CA,blue,13038547,7854285,60.2,55.0,4839958,37.1,0.0,0,0,0.0
2012,Colorado,CO,blue,2569520,1323101,51.5,9.0,1185243,46.1,0.0,0,0,0.0
2012,Connecticut,CT,blue,1558960,905083,58.1,7.0,634892,40.7,0.0,0,0,0.0
2012,Delaware,DE,blue,413921,242584,58.6,3.0,165484,40.0,0.0,0,0,0.0
2012,Florida,FL,blue,8474179,4237756,50.0,29.0,4163447,49.1,0.0,0,0,0.0
2012,Hawaii,HI,blue,434697,306658,70.5,4.0,121015,27.8,0.0,0,0,0.0
2012,Illinois,IL,blue,5242014,3019512,57.6,20.0,2135216,40.7,0.0,0,0,0.0
2012,Iowa,IA,blue,1582180,822544,52.0,6.0,730617,46.2,0.0,0,0,0.0
2012,Maine,ME,blue,713180,401306,56.3,4.0,292276,41.0,0.0,0,0,0.0
2012,Maryland,MD,blue,2707327,1677844,62.0,10.0,971869,35.9,0.0,0,0,0.0
2012,Massachusetts,MA,blue,3167767,1921290,60.7,11.0,1188314,37.5,0.0,0,0,0.0
2012,Michigan,MI,blue,4730961,2564569,54.2,16.0,2115256,44.7,0.0,0,0,0.0
2012,Minnesota,MN,blue,2936561,1546167,52.7,10.0,1320225,45.0,0.0,0,0,0.0
2012,Nevada,NV,blue,1014918,531373,52.4,6.0,463567,45.7,0.0,0,0,0.0
2012,New Hampshire,NH,blue,710972,369561,52.0,4.0,329918,46.5,0.0,0,0,0.0
2012,New Jersey,NJ,blue,3638499,2122786,58.3,14.0,1478088,40.6,0.0,0,0,0.0
2012,New Mexico,NM,blue,783758,415335,53.0,5.0,335788,42.8,0.0,0,0,0.0
2012,New York,NY,blue,7061925,4471871,63.4,29.0,2485432,35.2,0.0,0,0,0.0
2012,Ohio,OH,blue,5580822,2827621,50.7,18.0,2661407,47.7,0.0,0,0,0.0
2012,Oregon,OR,blue,1789270,970488,54.2,7.0,754175,42.1,0.0,0,0,0.0
2012,Pennsylvania,PA,blue,5753670,2990274,52.1,20.0,2680434,46.7,0.0,0,0,0.0
2012,Rhode Island,RI,blue,446049,279677,62.7,4.0,157204,35.2,0.0,0,0,0.0
2012,Vermont,VT,blue,299290,199239,66.6,3.0,92698,31.0,0.0,0,0,0.0
2012,Virginia,VA,blue,3854490,1971820,51.2,13.0,1822522,47.3,0.0,0,0,0.0
2012,Washington,WA,blue,3125516,1755396,56.2,12.0,1290670,41.3,0.0,0,0,0.0
2012,Wisconsin,WI,blue,3071434,1620985,52.9,10.0,1410966,46.0,0.0,0,0,0.0
2016,Alabama,AL,red,2123372,729547,34.4,0.0,1318255,62.1,9.0,44467,2.1,0.0
2016,Alaska,AK,red,318608,116454,36.6,0.0,163387,51.3,3.0,18725,5.9,0.0
2016,Arizona,AZ,red,2573165,1161167,45.1,0.0,1252401,48.7,11.0,106327,4.1,0.0
2016,Arkansas,AR,red,1130635,380494,33.7,0.0,684872,60.6,6.0,29829,2.6,0.0
2016,Florida,FL,red,9420039,4504975,47.8,0.0,4617886,49.0,29.0,207043,2.2,0.0
2016,Georgia,GA,red,4092373,1877963,45.9,0.0,2089104,51.0,16.0,125306,3.1,0.0
2016,Idaho,ID,red,690255,189765,27.5,0.0,409055,59.3,4.0,28331,4.1,0.0
2016,Iowa,IA,red,1566031,653669,41.7,0.0,800983,51.1,6.0,59186,3.8,0.0
2016,Indiana,IN,red,2734958,1033126,37.8,0.0,1557286,56.9,11.0,133993,4.9,0.0
2016,Kansas,KS,red,1184402,427005,36.1,0.0,671018,56.7,6.0,55406,4.7,0.0
2016,Kentucky,KY,red,1924149,628854,32.7,0.0,1202971,62.5,8.0,53752,2.8,0.0
2016,Louisiana,LA,red,2029032,780154,38.4,0.0,1178638,58.1,8.0,37978,1.9,0.0
2016,Michigan,MI,red,4799284,2268839,47.3,0.0,2279543,47.5,16.0,172136,3.6,0.0
2016,Mississippi,MS,red,1209357,485131,40.1,0.0,700714,57.9,6.0,14435,1.2,0.0
2016,Missouri,MO,red,2808605,1071068,38.1,0.0,1594511,56.8,10.0,97359,3.5,0.0
2016,Montana,MT,red,494526,177709,35.9,0.0,279240,56.5,3.0,28037,5.7,0.0
2016,Nebraska,NE,red,844227,284494,33.7,0.0,495961,58.7,2.0,38946,4.6,0.0
2016,North Carolina,NC,red,4741558,2189313,46.2,0.0,2362628,49.8,15.0,130127,2.7,0.0
2016,North Dakota,ND,red,344360,93758,27.2,0.0,216794,63.0,3.0,21434,6.2,0.0
2016,Ohio,OH,red,5496487,2394164,43.6,0.0,2841005,51.7,18.0,174498,3.2,0.0
2016,Oklahoma,OK,red,1452992,420375,28.9,0.0,949136,65.3,7.0,83481,5.7,0.0
2016,Pennsylvania,PA,red,6115402,2926441,47.9,0.0,2970733,48.6,20.0,146715,2.4,0.0
2016,South Carolina,SC,red,2103027,855373,40.7,0.0,1155389,54.9,9.0,49204,2.3,0.0
2016,South Dakota,SD,red,370047,117442,31.7,0.0,227701,61.5,3.0,20845,5.6,0.0
2016,Tennessee,TN,red,2508027,870695,34.7,0.0,1522925,60.7,11.0,70397,2.8,0.0
2016,Texas,TX,red,8969226,3877868,43.2,0.0,4685047,52.2,38.0,283492,3.2,0.0
2016,Utah,UT,red,1131430,310676,27.5,0.0,515231,45.5,6.0,39608,3.5,0.0
2016,West Virginia,WV,red,713051,188794,26.5,0.0,489371,68.6,5.0,23004,3.2,0.0
2016,Wisconsin,WI,red,2976150,1382536,46.5,0.0,1405284,47.2,10.0,106674,3.6,0.0
2016,Wyoming,WY,red,255849,55973,21.9,0.0,174419,68.2,3.0,13287,5.2,0.0
2016,California,CA,blue,14181595,8753788,61.7,55.0,4483810,31.6,0.0,478500,3.4,0.0
2016,Colorado,CO,blue,2780220,1338870,48.2,9.0,1202484,43.3,0.0,144121,5.2,0.0
2016,Connecticut,CT,blue,1644920,897572,54.6,7.0,673215,40.9,0.0,48676,3.0,0.0
2016,Delaware,DE,blue,441590,235603,53.4,3.0,185127,41.9,0.0,14757,3.3,0.0
2016,Hawaii,HI,blue,428937,266891,62.2,4.0,128847,30.0,0.0,15954,3.7,0.0
2016,Illinois,IL,blue,5536424,3090729,55.8,20.0,2146015,38.8,0.0,209596,3.8,0.0
2016,Maine,ME,blue,747927,357735,47.8,3.0,335593,44.9,1.0,38105,5.1,0.0
2016,Maryland,MD,blue,2781446,1677928,60.3,10.0,943169,33.9,0.0,79605,2.9,0.0
2016,Massachusetts,MA,blue,3325046,1995196,60.0,11.0,1090893,32.8,0.0,138018,4.2,0.0
2016,Minnesota,MN,blue,2944813,1367716,46.4,10.0,1322951,44.9,0.0,112972,3.8,0.0
2016,Nevada,NV,blue,1125385,539260,47.9,6.0,512058,45.5,0.0,37384,3.3,0.0
2016,New Hampshire,NH,blue,744296,348526,46.8,4.0,345790,46.5,0.0,30777,4.1,0.0
2016,New Jersey,NJ,blue,3874046,2148278,55.5,14.0,1601933,41.4,0.0,72477,1.9,0.0
2016,New Mexico,NM,blue,798318,385234,48.3,5.0,319666,40.0,0.0,74541,9.3,0.0
2016,New York,NY,blue,7622328,4491191,58.9,29.0,2790073,36.6,0.0,174951,2.3,0.0
2016,Oregon,OR,blue,2001336,1002106,50.1,7.0,782403,39.1,0.0,94231,4.7,0.0
2016,Rhode Island,RI,blue,464144,252525,54.4,4.0,180543,38.9,0.0,14746,3.2,0.0
2016,Vermont,VT,blue,315067,178573,56.7,3.0,95369,30.3,0.0,10078,3.2,0.0
2016,Virginia,VA,blue,3982752,1981473,49.8,13.0,1769443,44.4,0.0,118274,3.0,0.0
2016,Washington,WA,blue,3209214,1742718,54.3,12.0,1221747,38.1,0.0,160879,5.0,0.0
2020,Alabama,AL,red,2323282,849624,36.57,0.0,1441170,62.03,9.0,32488,1.40,0.0
2020,Alaska,AK,red,359530,153778,42.77,0.0,189951,52.83,3.0,15801,4.39,0.0
2020,Arkansas,AR,red,1219069,423932,34.78,0.0,760647,62.40,6.0,34490,2.83,0.0
2020,Florida,FL,red,11067456,5297045,47.86,0.0,5668731,51.22,29.0,101680,0.92,0.0
2020,Idaho,ID,red,868014,287021,33.07,0.0,554119,63.84,4.0,26874,3.10,0.0
2020,Indiana,IN,red,3033121,1242416,40.96,0.0,1729519,57.02,11.0,61186,2.02,0.0
2020,Iowa,IA,red,1690871,759061,44.89,0.0,897672,53.09,6.0,34138,2.02,0.0
2020,Kansas,KS,red,1372303,570323,41.56,0.0,771406,56.21,6.0,30574,2.23,0.0
2020,Kentucky,KY,red,2136768,772474,36.15,0.0,1326646,62.09,8.0,37648,1.76,0.0
2020,Louisiana,LA,red,2148062,856034,39.85,0.0,1255776,58.46,8.0,36252,1.69,0.0
2020,Mississippi,MS,red,1313759,539398,41.06,0.0,756764,57.60,6.0,17597,1.34,0.0
2020,Missouri,MO,red,3025962,1253014,41.41,0.0,1718736,56.80,10.0,54212,1.79,0.0
2020,Montana,MT,red,603640,244786,40.55,0.0,343602,56.92,3.0,15252,2.53,0.0
2020,Nebraska,NE,red,951712,374583,39.36,0.0,556846,58.51,2.0,20283,2.13,0.0
2020,North Carolina,NC,red,5524804,2684292,48.59,0.0,2758775,49.93,15.0,81737,1.48,0.0
2020,North Dakota,ND,red,361819,114902,31.76,0.0,235595,65.11,3.0,11322,3.13,0.0
2020,Ohio,OH,red,5922202,2679165,45.24,0.0,3154834,53.27,18.0,88203,1.49,0.0
2020,Oklahoma,OK,red,1560699,503890,32.29,0.0,1020280,65.37,7.0,36529,2.34,0.0
2020,South Carolina,SC,red,2513329,1091541,43.43,0.0,1385103,55.11,9.0,36685,1.46,0.0
2020,South Dakota,SD,red,422609,150471,35.61,0.0,261043,61.77,3.0,11095,2.63,0.0
2020,Tennessee,TN,red,3053851,1143711,37.45,0.0,1852475,60.66,11.0,57665,1.89,0.0
2020,Texas,TX,red,11315056,5259126,46.48,0.0,5890347,52.06,38.0,165583,1.46,0.0
2020,Utah,UT,red,1488289,560282,37.65,0.0,865140,58.13,6.0,62867,4.22,0.0
2020,West Virginia,WV,red,794652,235984,29.70,0.0,545382,68.63,5.0,13286,1.67,0.0
2020,Wyoming,WY,red,276765,73491,26.55,0.0,193559,69.94,3.0,9715,3.51,0.0
2020,Arizona,AZ,blue,3387326,1672143,49.36,11.0,1661686,49.06,0.0,53497,1.58,0.0
2020,California,CA,blue,17500881,11110250,63.48,55.0,6006429,34.32,0.0,384202,2.20,0.0
2020,Colorado,CO,blue,3256952,1804352,55.40,9.0,1364607,41.90,0.0,87993,2.70,0.0
2020,Connecticut,CT,blue,1824280,1080680,59.24,7.0,715291,39.21,0.0,28309,1.55,0.0
2020,Delaware,DE,blue,504010,296268,58.78,3.0,200603,39.80,0.0,7139,1.42,0.0
2020,Georgia,GA,blue,4997716,2473633,49.50,16.0,2461854,49.26,0.0,62229,1.25,0.0
2020,Hawaii,HI,blue,574469,366130,63.73,4.0,196864,34.27,0.0,11475,2.00,0.0
2020,Illinois,IL,blue,6033744,3471915,57.54,20.0,2446891,40.55,0.0,114938,1.90,0.0
2020,Maine,ME,blue,819461,435072,53.09,2.0,360737,44.02,0.0,23652,2.89,0.0
2020,Maryland,MD,blue,3037030,1985023,65.36,10.0,976414,32.15,0.0,75593,2.49,0.0
2020,Massachusetts,MA,blue,3631403,2382202,65.60,11.0,1167202,32.14,0.0,81999,2.26,0.0
2020,Michigan,MI,blue,5539301,2804040,50.62,16.0,2649852,47.84,0.0,85409,1.54,0.0
2020,Minnesota,MN,blue,3277171,1717077,52.40,10.0,1484065,45.28,0.0,76029,2.32,0.0
2020,Nevada,NV,blue,1405376,703486,50.06,6.0,669890,47.67,0.0,32000,2.28,0.0
2020,New Hampshire,NH,blue,806205,424937,52.71,4.0,365660,45.36,0.0,15608,1.94,0.0
2020,New Jersey,NJ,blue,4549353,2608335,57.33,14.0,1883274,41.40,0.0,57744,1.27,0.0
2020,New Mexico,NM,blue,923965,501614,54.29,5.0,401894,43.50,0.0,20457,2.21,0.0
2020,New York,NY,blue,8594826,5230985,60.86,29.0,3244798,37.75,0.0,119043,1.39,0.0
2020,Oregon,OR,blue,2374321,1340383,56.45,7.0,958448,40.37,0.0,75490,3.18,0.0
2020,Pennsylvania,PA,blue,6915283,3458229,50.01,20.0,3377674,48.84,0.0,79380,1.15,0.0
2020,Rhode Island,RI,blue,517757,307486,59.39,4.0,199922,38.61,0.0,10349,2.00,0.0
2020,Vermont,VT,blue,367428,242820,66.09,3.0,112704,30.67,0.0,11904,3.24,0.0
2020,Virginia,VA,blue,4460524,2413568,54.11,13.0,1962430,44.00,0.0,84526,1.89,0.0
2020,Washington,WA,blue,4087631,2369612,57.97,12.0,1584651,38.77,0.0,133368,3.26,0.0
2020,Wisconsin,WI,blue,3298041,1630866,49.45,10.0,1610184,48.82,0.0,56991,1.73,0.0
2024,Alabama,AL,red,2265090,772412,34.10,0.0,1462616,64.57,9.0,30062,1.33,0.0
2024,Alaska,AK,red,338177,140026,41.41,0.0,184458,54.54,3.0,13693,4.05,0.0
2024,Arizona,AZ,red,3390161,1582860,46.69,0.0,1770242,52.22,11.0,37059,1.09,0.0
2024,Arkansas,AR,red,1182676,396905,33.56,0.0,759241,64.20,6.0,26530,2.24,0.0
2024,Florida,FL,red,10893752,4683038,42.99,0.0,6110125,56.09,30.0,100589,0.92,0.0
2024,Georgia,GA,red,5250047,2548017,48.53,0.0,2663117,50.73,16.0,38913,0.74,0.0
2024,Idaho,ID,red,904812,274972,30.39,0.0,605246,66.89,4.0,24594,2.72,0.0
2024,Indiana,IN,red,2936677,1163603,39.62,0.0,1720347,58.58,11.0,52727,1.80,0.0
2024,Iowa,IA,red,1663506,707278,42.52,0.0,927019,55.73,6.0,29209,1.76,0.0
2024,Kansas,KS,red,1327591,544853,41.04,0.0,758802,57.16,6.0,23936,1.80,0.0
2024,Kentucky,KY,red,2074530,704043,33.94,0.0,1337494,64.47,8.0,32993,1.59,0.0
2024,Louisiana,LA,red,2006975,766870,38.21,0.0,1208505,60.22,8.0,31600,1.57,0.0
2024,Michigan,MI,red,5664186,2736533,48.31,0.0,2816636,49.73,15.0,111017,1.96,0.0
2024,Mississippi,MS,red,1228008,466668,38.00,0.0,747744,60.89,6.0,13596,1.11,0.0
2024,Missouri,MO,red,2995327,1200599,40.08,0.0,1751986,58.49,10.0,42742,1.43,0.0
2024,Montana,MT,red,602963,231906,38.46,0.0,352079,58.39,4.0,18978,3.15,0.0
